seed,elapsed_time,from_state,to_state,pos_xyz,target_xyz,discovered_xyz,attack_retry_started_at
882,0.055,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,1.9885 2.2673 10.8419,2.0527 2.3404 10.8873,2.0527 2.3404 10.8873,0.036
882,0.062,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,1.9885 2.2673 10.3732,1.9885 2.2673 10.3419,2.0527 2.3404 10.8873,0.036
882,0.064,HYDRO_CHECK_MIC,HOLD_TARGET,1.9885 2.2673 10.3732,,2.0527 2.3404 10.8873,0.036
882,0.065,HOLD_TARGET,HYDRO_DIVE,1.9885 2.2673 10.3732,,2.0527 2.3404 10.8873,0.036
882,0.074,HYDRO_DIVE,HYDRO_APPROACH,1.9885 2.2673 12.8341,1.9885 2.2673 12.8732,2.0527 2.3404 10.8873,0.036
882,0.084,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,2.0517 2.3393 10.9177,2.0527 2.3404 10.8873,2.0527 2.3404 10.8873,0.036
882,0.09,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,2.0517 2.3393 10.4490,2.0517 2.3393 10.4177,2.0527 2.3404 10.8873,0.036
882,0.091,HYDRO_CHECK_MIC,SURFACE,2.0517 2.3393 10.4490,,2.0527 2.3404 10.8873,0.036
882,0.102,SURFACE,RETURN_HOME,2.0517 2.3393 6.4802,2.0517 2.3393 6.4490,2.0527 2.3404 10.8873,0.036
882,0.104,RETURN_HOME,DONE,2.0517 2.3393 6.4802,,2.0527 2.3404 10.8873,0.036
883,0,,INIT,,,,
883,0.021,INIT,DESCEND_TO_7M,,,,
883,0.032,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
883,0.033,SEARCH_HYDROPHONE,HOLD_TARGET,0.0000 0.0000 6.9746,,-2.8539 0.8493 10.9913,0.033
883,0.035,HOLD_TARGET,HYDRO_DIVE,0.0000 0.0000 6.9746,,-2.8539 0.8493 10.9913,0.033
883,0.045,HYDRO_DIVE,HYDRO_APPROACH,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,-2.8539 0.8493 10.9913,0.033
883,0.053,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,-2.7647 0.8227 10.9427,-2.8539 0.8493 10.9913,-2.8539 0.8493 10.9913,0.033
883,0.06,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,-2.7647 0.8227 10.4740,-2.7647 0.8227 10.4427,-2.8539 0.8493 10.9913,0.033
883,0.062,HYDRO_CHECK_MIC,HOLD_TARGET,-2.7647 0.8227 10.4740,,-2.8539 0.8493 10.9913,0.033
883,0.064,HOLD_TARGET,HYDRO_DIVE,-2.7647 0.8227 10.4740,,-2.8539 0.8493 10.9913,0.033
883,0.073,HYDRO_DIVE,HYDRO_APPROACH,-2.7647 0.8227 12.9349,-2.7647 0.8227 12.9740,-2.8539 0.8493 10.9913,0.033
883,0.081,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,-2.8525 0.8489 11.0217,-2.8539 0.8493 10.9913,-2.8539 0.8493 10.9913,0.033
883,0.097,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,-2.8525 0.8489 10.5529,-2.8525 0.8489 10.5217,-2.8539 0.8493 10.9913,0.033
883,0.098,HYDRO_CHECK_MIC,HOLD_TARGET,-2.8525 0.8489 10.5529,,-2.8539 0.8493 10.9913,0.033
883,0.1,HOLD_TARGET,HYDRO_DIVE,-2.8525 0.8489 10.5529,,-2.8539 0.8493 10.9913,0.033
883,0.109,HYDRO_DIVE,HYDRO_APPROACH,-2.8525 0.8489 13.0139,-2.8525 0.8489 13.0529,-2.8539 0.8493 10.9913,0.033
883,0.117,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,-2.8539 0.8493 11.0229,-2.8539 0.8493 10.9913,-2.8539 0.8493 10.9913,0.033
883,0.123,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,-2.8539 0.8493 10.5542,-2.8539 0.8493 10.5229,-2.8539 0.8493 10.9913,0.033
883,0.124,HYDRO_CHECK_MIC,SURFACE,-2.8539 0.8493 10.5542,,-2.8539 0.8493 10.9913,0.033
883,0.134,SURFACE,RETURN_HOME,-2.8539 0.8493 6.5854,-2.8539 0.8493 6.5542,-2.8539 0.8493 10.9913,0.033
883,0.135,RETURN_HOME,DONE,-2.8539 0.8493 6.5854,,-2.8539 0.8493 10.9913,0.033
884,0,,INIT,,,,
884,0.021,INIT,DESCEND_TO_7M,,,,
884,0.034,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
884,0.035,SEARCH_HYDROPHONE,HOLD_TARGET,0.0000 0.0000 6.9746,,2.4380 2.0647 10.8208,0.035
884,0.037,HOLD_TARGET,HYDRO_DIVE,0.0000 0.0000 6.9746,,2.4380 2.0647 10.8208,0.035
884,0.047,HYDRO_DIVE,HYDRO_APPROACH,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,2.4380 2.0647 10.8208,0.035
884,0.056,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,2.3618 2.0002 10.7775,2.4380 2.0647 10.8208,2.4380 2.0647 10.8208,0.035
884,0.063,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,2.3618 2.0002 10.3088,2.3618 2.0002 10.2775,2.4380 2.0647 10.8208,0.035
884,0.064,HYDRO_CHECK_MIC,HOLD_TARGET,2.3618 2.0002 10.3088,,2.4380 2.0647 10.8208,0.035
884,0.066,HOLD_TARGET,HYDRO_DIVE,2.3618 2.0002 10.3088,,2.4380 2.0647 10.8208,0.035
884,0.105,HYDRO_DIVE,HYDRO_APPROACH,2.3618 2.0002 12.7697,2.3618 2.0002 12.8088,2.4380 2.0647 10.8208,0.035
884,0.116,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,2.4368 2.0637 10.8513,2.4380 2.0647 10.8208,2.4380 2.0647 10.8208,0.035
884,0.122,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,2.4368 2.0637 10.3825,2.4368 2.0637 10.3513,2.4380 2.0647 10.8208,0.035
884,0.123,HYDRO_CHECK_MIC,HOLD_TARGET,2.4368 2.0637 10.3825,,2.4380 2.0647 10.8208,0.035
884,0.125,HOLD_TARGET,HYDRO_DIVE,2.4368 2.0637 10.3825,,2.4380 2.0647 10.8208,0.035
884,0.135,HYDRO_DIVE,HYDRO_APPROACH,2.4368 2.0637 12.8434,2.4368 2.0637 12.8825,2.4380 2.0647 10.8208,0.035
884,0.145,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,2.4379 2.0647 10.8524,2.4380 2.0647 10.8208,2.4380 2.0647 10.8208,0.035
884,0.152,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,2.4379 2.0647 10.3837,2.4379 2.0647 10.3524,2.4380 2.0647 10.8208,0.035
884,0.154,HYDRO_CHECK_MIC,HOLD_TARGET,2.4379 2.0647 10.3837,,2.4380 2.0647 10.8208,0.035
884,0.155,HOLD_TARGET,HYDRO_DIVE,2.4379 2.0647 10.3837,,2.4380 2.0647 10.8208,0.035
884,0.165,HYDRO_DIVE,HYDRO_APPROACH,2.4379 2.0647 12.8446,2.4379 2.0647 12.8837,2.4380 2.0647 10.8208,0.035
884,0.175,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,2.4380 2.0647 10.8524,2.4380 2.0647 10.8208,2.4380 2.0647 10.8208,0.035
884,0.181,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,2.4380 2.0647 10.3837,2.4380 2.0647 10.3524,2.4380 2.0647 10.8208,0.035
884,0.182,HYDRO_CHECK_MIC,SURFACE,2.4380 2.0647 10.3837,,2.4380 2.0647 10.8208,0.035
884,0.196,SURFACE,RETURN_HOME,2.4380 2.0647 6.4149,2.4380 2.0647 6.3837,2.4380 2.0647 10.8208,0.035
884,0.198,RETURN_HOME,DONE,2.4380 2.0647 6.4149,,2.4380 2.0647 10.8208,0.035
885,0,,INIT,,,,
885,0.02,INIT,DESCEND_TO_7M,,,,
885,0.034,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
885,0.035,SEARCH_HYDROPHONE,VISUAL_DIVE,0.0000 0.0000 6.9746,,1.5834 -2.4278 11.0488,0.035
885,0.046,VISUAL_DIVE,VISUAL_CHECK_MIC,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,1.5834 -2.4278 11.0488,0.035
885,0.047,VISUAL_CHECK_MIC,VISUAL_DETECT,0.0000 0.0000 9.4355,,1.5834 -2.4278 11.0488,0.035
885,0.05,VISUAL_DETECT,VISUAL_ATTACK,0.0000 0.0000 9.4355,,2.9954 -0.7639 10.4162,0.035
885,0.057,VISUAL_ATTACK,VISUAL_POST_CHECK,2.9018 -0.7400 10.3856,2.9954 -0.7639 10.4162,2.9954 -0.7639 10.4162,0.035
885,0.063,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,2.9018 -0.7400 9.9168,2.9018 -0.7400 9.8856,2.9954 -0.7639 10.4162,0.035
885,0.064,VISUAL_CHECK_MIC,VISUAL_DETECT,2.9018 -0.7400 9.9168,,2.9954 -0.7639 10.4162,0.035
885,0.066,VISUAL_DETECT,VISUAL_ATTACK,2.9018 -0.7400 9.9168,,4.7829 -0.2344 10.8661,0.035
885,0.074,VISUAL_ATTACK,VISUAL_POST_CHECK,4.7241 -0.2502 10.8364,4.7829 -0.2344 10.8661,4.7829 -0.2344 10.8661,0.035
885,0.081,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,4.7241 -0.2502 10.3677,4.7241 -0.2502 10.3364,4.7829 -0.2344 10.8661,0.035
885,0.083,VISUAL_CHECK_MIC,SURFACE,4.7241 -0.2502 10.3677,,4.7829 -0.2344 10.8661,0.035
885,0.095,SURFACE,RETURN_HOME,4.7241 -0.2502 6.3989,4.7241 -0.2502 6.3677,4.7829 -0.2344 10.8661,0.035
885,0.097,RETURN_HOME,DONE,4.7241 -0.2502 6.3989,,4.7829 -0.2344 10.8661,0.035
886,0,,INIT,,,,
886,0.02,INIT,DESCEND_TO_7M,,,,
886,0.032,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
886,0.033,SEARCH_HYDROPHONE,VISUAL_DIVE,0.0000 0.0000 6.9746,,-1.5566 2.3214 11.1204,0.033
886,0.043,VISUAL_DIVE,VISUAL_CHECK_MIC,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,-1.5566 2.3214 11.1204,0.033
886,0.044,VISUAL_CHECK_MIC,SURFACE,0.0000 0.0000 9.4355,,-1.5566 2.3214 11.1204,0.033
886,0.056,SURFACE,RETURN_HOME,0.0000 0.0000 5.4668,0.0000 0.0000 5.4355,-1.5566 2.3214 11.1204,0.033
886,0.058,RETURN_HOME,DONE,0.0000 0.0000 5.4668,,-1.5566 2.3214 11.1204,0.033
887,0,,INIT,,,,
887,0.021,INIT,DESCEND_TO_7M,,,,
887,0.034,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
887,0.036,SEARCH_HYDROPHONE,VISUAL_DIVE,0.0000 0.0000 6.9746,,-0.7615 2.6608 11.1388,0.036
887,0.045,VISUAL_DIVE,VISUAL_CHECK_MIC,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,-0.7615 2.6608 11.1388,0.036
887,0.047,VISUAL_CHECK_MIC,VISUAL_DETECT,0.0000 0.0000 9.4355,,-0.7615 2.6608 11.1388,0.036
887,0.056,VISUAL_DETECT,VISUAL_ATTACK,0.0000 0.0000 9.4355,,2.4245 0.0869 9.7457,0.036
887,0.064,VISUAL_ATTACK,VISUAL_POST_CHECK,2.3487 0.0842 9.7360,2.4245 0.0869 9.7457,2.4245 0.0869 9.7457,0.036
887,0.07,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,2.3487 0.0842 9.2672,2.3487 0.0842 9.2360,2.4245 0.0869 9.7457,0.036
887,0.071,VISUAL_CHECK_MIC,SURFACE,2.3487 0.0842 9.2672,,2.4245 0.0869 9.7457,0.036
887,0.084,SURFACE,RETURN_HOME,2.3487 0.0842 5.2985,2.3487 0.0842 5.2672,2.4245 0.0869 9.7457,0.036
887,0.088,RETURN_HOME,DONE,2.3487 0.0842 5.2985,,2.4245 0.0869 9.7457,0.036
888,0,,INIT,,,,
888,0.02,INIT,DESCEND_TO_7M,,,,
888,0.038,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
888,0.04,SEARCH_HYDROPHONE,VISUAL_DIVE,0.0000 0.0000 6.9746,,2.0288 -2.0359 11.0660,0.04
888,0.049,VISUAL_DIVE,VISUAL_CHECK_MIC,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,2.0288 -2.0359 11.0660,0.04
888,0.051,VISUAL_CHECK_MIC,VISUAL_DETECT,0.0000 0.0000 9.4355,,2.0288 -2.0359 11.0660,0.04
888,0.059,VISUAL_DETECT,VISUAL_ATTACK,0.0000 0.0000 9.4355,,2.6794 0.9114 9.0058,0.04
888,0.068,VISUAL_ATTACK,VISUAL_POST_CHECK,2.5957 0.8829 9.0192,2.6794 0.9114 9.0058,2.6794 0.9114 9.0058,0.04
888,0.075,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,2.5957 0.8829 8.5505,2.5957 0.8829 8.5192,2.6794 0.9114 9.0058,0.04
888,0.077,VISUAL_CHECK_MIC,VISUAL_DETECT,2.5957 0.8829 8.5505,,2.6794 0.9114 9.0058,0.04
888,0.078,VISUAL_DETECT,VISUAL_ATTACK,2.5957 0.8829 8.5505,,5.0355 1.2875 8.0228,0.04
888,0.087,VISUAL_ATTACK,VISUAL_POST_CHECK,4.9593 1.2748 8.0393,5.0355 1.2875 8.0228,5.0355 1.2875 8.0228,0.04
888,0.094,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,4.9593 1.2748 7.5706,4.9593 1.2748 7.5393,5.0355 1.2875 8.0228,0.04
888,0.096,VISUAL_CHECK_MIC,VISUAL_DETECT,4.9593 1.2748 7.5706,,5.0355 1.2875 8.0228,0.04
888,0.097,VISUAL_DETECT,VISUAL_ATTACK,4.9593 1.2748 7.5706,,7.1968 1.7870 8.5597,0.04
888,0.105,VISUAL_ATTACK,VISUAL_POST_CHECK,7.1269 1.7710 8.5288,7.1968 1.7870 8.5597,7.1968 1.7870 8.5597,0.04
888,0.112,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,7.1269 1.7710 8.0600,7.1269 1.7710 8.0288,7.1968 1.7870 8.5597,0.04
888,0.114,VISUAL_CHECK_MIC,SURFACE,7.1269 1.7710 8.0600,,7.1968 1.7870 8.5597,0.04
888,0.126,SURFACE,RETURN_HOME,7.1269 1.7710 4.0913,7.1269 1.7710 4.0600,7.1968 1.7870 8.5597,0.04
888,0.128,RETURN_HOME,DONE,7.1269 1.7710 4.0913,,7.1968 1.7870 8.5597,0.04
889,0,,INIT,,,,
889,0.02,INIT,DESCEND_TO_7M,,,,
889,0.031,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
889,0.033,SEARCH_HYDROPHONE,HOLD_TARGET,0.0000 0.0000 6.9746,,1.4305 2.2904 11.1826,0.033
889,0.034,HOLD_TARGET,HYDRO_DIVE,0.0000 0.0000 6.9746,,1.4305 2.2904 11.1826,0.033
889,0.044,HYDRO_DIVE,HYDRO_APPROACH,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,1.4305 2.2904 11.1826,0.033
889,0.053,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,1.4082 2.2546 11.1553,1.4305 2.2904 11.1826,1.4305 2.2904 11.1826,0.033
889,0.06,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,1.4082 2.2546 10.6866,1.4082 2.2546 10.6553,1.4305 2.2904 11.1826,0.033
889,0.062,HYDRO_CHECK_MIC,HOLD_TARGET,1.4082 2.2546 10.6866,,1.4305 2.2904 11.1826,0.033
889,0.064,HOLD_TARGET,HYDRO_DIVE,1.4082 2.2546 10.6866,,1.4305 2.2904 11.1826,0.033
889,0.074,HYDRO_DIVE,HYDRO_APPROACH,1.4082 2.2546 13.1475,1.4082 2.2546 13.1866,1.4305 2.2904 11.1826,0.033
889,0.083,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,1.4302 2.2899 11.2133,1.4305 2.2904 11.1826,1.4305 2.2904 11.1826,0.033
889,0.09,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,1.4302 2.2899 10.7446,1.4302 2.2899 10.7133,1.4305 2.2904 11.1826,0.033
889,0.091,HYDRO_CHECK_MIC,HOLD_TARGET,1.4302 2.2899 10.7446,,1.4305 2.2904 11.1826,0.033
889,0.093,HOLD_TARGET,HYDRO_DIVE,1.4302 2.2899 10.7446,,1.4305 2.2904 11.1826,0.033
889,0.104,HYDRO_DIVE,HYDRO_APPROACH,1.4302 2.2899 13.2055,1.4302 2.2899 13.2446,1.4305 2.2904 11.1826,0.033
889,0.114,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,1.4305 2.2904 11.2142,1.4305 2.2904 11.1826,1.4305 2.2904 11.1826,0.033
889,0.121,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,1.4305 2.2904 10.7455,1.4305 2.2904 10.7142,1.4305 2.2904 11.1826,0.033
889,0.123,HYDRO_CHECK_MIC,HOLD_TARGET,1.4305 2.2904 10.7455,,1.4305 2.2904 11.1826,0.033
889,0.125,HOLD_TARGET,HYDRO_DIVE,1.4305 2.2904 10.7455,,1.4305 2.2904 11.1826,0.033
889,0.135,HYDRO_DIVE,HYDRO_APPROACH,1.4305 2.2904 13.2064,1.4305 2.2904 13.2455,1.4305 2.2904 11.1826,0.033
889,0.146,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,1.4305 2.2904 11.2143,1.4305 2.2904 11.1826,1.4305 2.2904 11.1826,0.033
889,0.152,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,1.4305 2.2904 10.7455,1.4305 2.2904 10.7143,1.4305 2.2904 11.1826,0.033
889,0.154,HYDRO_CHECK_MIC,HOLD_TARGET,1.4305 2.2904 10.7455,,1.4305 2.2904 11.1826,0.033
889,0.155,HOLD_TARGET,HYDRO_DIVE,1.4305 2.2904 10.7455,,1.4305 2.2904 11.1826,0.033
889,0.165,HYDRO_DIVE,HYDRO_APPROACH,1.4305 2.2904 13.2064,1.4305 2.2904 13.2455,1.4305 2.2904 11.1826,0.033
889,0.175,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,1.4305 2.2904 11.2143,1.4305 2.2904 11.1826,1.4305 2.2904 11.1826,0.033
889,0.181,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,1.4305 2.2904 10.7455,1.4305 2.2904 10.7143,1.4305 2.2904 11.1826,0.033
889,0.183,HYDRO_CHECK_MIC,SURFACE,1.4305 2.2904 10.7455,,1.4305 2.2904 11.1826,0.033
889,0.194,SURFACE,RETURN_HOME,1.4305 2.2904 6.7768,1.4305 2.2904 6.7455,1.4305 2.2904 11.1826,0.033
889,0.195,RETURN_HOME,DONE,1.4305 2.2904 6.7768,,1.4305 2.2904 11.1826,0.033
890,0,,INIT,,,,
890,0.021,INIT,DESCEND_TO_7M,,,,
890,0.035,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
890,0.036,SEARCH_HYDROPHONE,VISUAL_DIVE,0.0000 0.0000 6.9746,,-1.4533 2.8067 10.8489,0.036
890,0.046,VISUAL_DIVE,VISUAL_CHECK_MIC,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,-1.4533 2.8067 10.8489,0.036
890,0.048,VISUAL_CHECK_MIC,VISUAL_DETECT,0.0000 0.0000 9.4355,,-1.4533 2.8067 10.8489,0.036
890,0.055,VISUAL_DETECT,VISUAL_ATTACK,0.0000 0.0000 9.4355,,1.9110 -0.4644 9.3117,0.036
890,0.063,VISUAL_ATTACK,VISUAL_POST_CHECK,1.8513 -0.4499 9.3156,1.9110 -0.4644 9.3117,1.9110 -0.4644 9.3117,0.036
890,0.069,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,1.8513 -0.4499 8.8469,1.8513 -0.4499 8.8156,1.9110 -0.4644 9.3117,0.036
890,0.071,VISUAL_CHECK_MIC,VISUAL_DETECT,1.8513 -0.4499 8.8469,,1.9110 -0.4644 9.3117,0.036
890,0.073,VISUAL_DETECT,VISUAL_ATTACK,1.8513 -0.4499 8.8469,,4.4058 0.0576 8.6798,0.036
890,0.08,VISUAL_ATTACK,VISUAL_POST_CHECK,4.3260 0.0417 8.6851,4.4058 0.0576 8.6798,4.4058 0.0576 8.6798,0.036
890,0.086,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,4.3260 0.0417 8.2163,4.3260 0.0417 8.1851,4.4058 0.0576 8.6798,0.036
890,0.087,VISUAL_CHECK_MIC,SURFACE,4.3260 0.0417 8.2163,,4.4058 0.0576 8.6798,0.036
890,0.099,SURFACE,RETURN_HOME,4.3260 0.0417 4.2476,4.3260 0.0417 4.2163,4.4058 0.0576 8.6798,0.036
890,0.1,RETURN_HOME,DONE,4.3260 0.0417 4.2476,,4.4058 0.0576 8.6798,0.036
891,0,,INIT,,,,
891,0.021,INIT,DESCEND_TO_7M,,,,
891,0.034,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
891,0.035,SEARCH_HYDROPHONE,HOLD_TARGET,0.0000 0.0000 6.9746,,-0.3615 2.9326 11.0081,0.035
891,0.036,HOLD_TARGET,HYDRO_DIVE,0.0000 0.0000 6.9746,,-0.3615 2.9326 11.0081,0.035
891,0.046,HYDRO_DIVE,HYDRO_APPROACH,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,-0.3615 2.9326 11.0081,0.035
891,0.053,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,-0.3502 2.8410 10.9590,-0.3615 2.9326 11.0081,-0.3615 2.9326 11.0081,0.035
891,0.059,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,-0.3502 2.8410 10.4902,-0.3502 2.8410 10.4590,-0.3615 2.9326 11.0081,0.035
891,0.06,HYDRO_CHECK_MIC,HOLD_TARGET,-0.3502 2.8410 10.4902,,-0.3615 2.9326 11.0081,0.035
891,0.062,HOLD_TARGET,HYDRO_DIVE,-0.3502 2.8410 10.4902,,-0.3615 2.9326 11.0081,0.035
891,0.071,HYDRO_DIVE,HYDRO_APPROACH,-0.3502 2.8410 12.9511,-0.3502 2.8410 12.9902,-0.3615 2.9326 11.0081,0.035
891,0.08,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,-0.3613 2.9312 11.0385,-0.3615 2.9326 11.0081,-0.3615 2.9326 11.0081,0.035
891,0.086,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,-0.3613 2.9312 10.5697,-0.3613 2.9312 10.5385,-0.3615 2.9326 11.0081,0.035
891,0.087,HYDRO_CHECK_MIC,HOLD_TARGET,-0.3613 2.9312 10.5697,,-0.3615 2.9326 11.0081,0.035
891,0.089,HOLD_TARGET,HYDRO_DIVE,-0.3613 2.9312 10.5697,,-0.3615 2.9326 11.0081,0.035
891,0.097,HYDRO_DIVE,HYDRO_APPROACH,-0.3613 2.9312 13.0306,-0.3613 2.9312 13.0697,-0.3615 2.9326 11.0081,0.035
891,0.107,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,-0.3615 2.9326 11.0397,-0.3615 2.9326 11.0081,-0.3615 2.9326 11.0081,0.035
891,0.114,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,-0.3615 2.9326 10.5709,-0.3615 2.9326 10.5397,-0.3615 2.9326 11.0081,0.035
891,0.116,HYDRO_CHECK_MIC,SURFACE,-0.3615 2.9326 10.5709,,-0.3615 2.9326 11.0081,0.035
891,0.128,SURFACE,RETURN_HOME,-0.3615 2.9326 6.6022,-0.3615 2.9326 6.5709,-0.3615 2.9326 11.0081,0.035
891,0.13,RETURN_HOME,DONE,-0.3615 2.9326 6.6022,,-0.3615 2.9326 11.0081,0.035
892,0,,INIT,,,,
892,0.022,INIT,DESCEND_TO_7M,,,,
892,0.036,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
892,0.037,SEARCH_HYDROPHONE,VISUAL_DIVE,0.0000 0.0000 6.9746,,2.5840 -1.3344 11.0418,0.037
892,0.046,VISUAL_DIVE,VISUAL_CHECK_MIC,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,2.5840 -1.3344 11.0418,0.037
892,0.047,VISUAL_CHECK_MIC,VISUAL_DETECT,0.0000 0.0000 9.4355,,2.5840 -1.3344 11.0418,0.037
892,0.055,VISUAL_DETECT,VISUAL_ATTACK,0.0000 0.0000 9.4355,,2.4649 -0.2417 9.6428,0.037
892,0.063,VISUAL_ATTACK,VISUAL_POST_CHECK,2.3879 -0.2341 9.6363,2.4649 -0.2417 9.6428,2.4649 -0.2417 9.6428,0.037
892,0.069,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,2.3879 -0.2341 9.1676,2.3879 -0.2341 9.1363,2.4649 -0.2417 9.6428,0.037
892,0.071,VISUAL_CHECK_MIC,SURFACE,2.3879 -0.2341 9.1676,,2.4649 -0.2417 9.6428,0.037
892,0.082,SURFACE,RETURN_HOME,2.3879 -0.2341 5.1988,2.3879 -0.2341 5.1676,2.4649 -0.2417 9.6428,0.037
892,0.083,RETURN_HOME,DONE,2.3879 -0.2341 5.1988,,2.4649 -0.2417 9.6428,0.037
893,0,,INIT,,,,
893,0.021,INIT,DESCEND_TO_7M,,,,
893,0.041,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
893,0.047,SEARCH_HYDROPHONE,HOLD_TARGET,0.0000 0.0000 6.9746,,1.9602 -2.4732 10.8529,0.047
893,0.049,HOLD_TARGET,HYDRO_DIVE,0.0000 0.0000 6.9746,,1.9602 -2.4732 10.8529,0.047
893,0.058,HYDRO_DIVE,HYDRO_APPROACH,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,1.9602 -2.4732 10.8529,0.047
893,0.066,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,1.8990 -2.3959 10.8086,1.9602 -2.4732 10.8529,1.9602 -2.4732 10.8529,0.047
893,0.072,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,1.8990 -2.3959 10.3398,1.8990 -2.3959 10.3086,1.9602 -2.4732 10.8529,0.047
893,0.074,HYDRO_CHECK_MIC,HOLD_TARGET,1.8990 -2.3959 10.3398,,1.9602 -2.4732 10.8529,0.047
893,0.076,HOLD_TARGET,HYDRO_DIVE,1.8990 -2.3959 10.3398,,1.9602 -2.4732 10.8529,0.047
893,0.086,HYDRO_DIVE,HYDRO_APPROACH,1.8990 -2.3959 12.8008,1.8990 -2.3959 12.8398,1.9602 -2.4732 10.8529,0.047
893,0.095,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,1.9593 -2.4720 10.8833,1.9602 -2.4732 10.8529,1.9602 -2.4732 10.8529,0.047
893,0.102,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,1.9593 -2.4720 10.4145,1.9593 -2.4720 10.3833,1.9602 -2.4732 10.8529,0.047
893,0.104,HYDRO_CHECK_MIC,SURFACE,1.9593 -2.4720 10.4145,,1.9602 -2.4732 10.8529,0.047
