seed,elapsed_time,from_state,to_state,pos_xyz,target_xyz,discovered_xyz,attack_retry_started_at
267,0.037,SEARCH_HYDROPHONE,VISUAL_DIVE,0.0000 0.0000 6.9746,,-3.1904 -0.2097 10.8187,0.037
267,0.048,VISUAL_DIVE,VISUAL_CHECK_MIC,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,-3.1904 -0.2097 10.8187,0.037
267,0.05,VISUAL_CHECK_MIC,VISUAL_DETECT,0.0000 0.0000 9.4355,,-3.1904 -0.2097 10.8187,0.037
267,0.058,VISUAL_DETECT,VISUAL_ATTACK,0.0000 0.0000 9.4355,,1.7306 0.2164 10.0522,0.037
267,0.066,VISUAL_ATTACK,VISUAL_POST_CHECK,1.6765 0.2097 10.0329,1.7306 0.2164 10.0522,1.7306 0.2164 10.0522,0.037
267,0.072,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,1.6765 0.2097 9.5641,1.6765 0.2097 9.5329,1.7306 0.2164 10.0522,0.037
267,0.073,VISUAL_CHECK_MIC,VISUAL_DETECT,1.6765 0.2097 9.5641,,1.7306 0.2164 10.0522,0.037
267,0.075,VISUAL_DETECT,VISUAL_ATTACK,1.6765 0.2097 9.5641,,3.4743 -0.1595 9.3250,0.037
267,0.083,VISUAL_ATTACK,VISUAL_POST_CHECK,3.4181 -0.1479 9.3324,3.4743 -0.1595 9.3250,3.4743 -0.1595 9.3250,0.037
267,0.089,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,3.4181 -0.1479 8.8637,3.4181 -0.1479 8.8324,3.4743 -0.1595 9.3250,0.037
267,0.091,VISUAL_CHECK_MIC,SURFACE,3.4181 -0.1479 8.8637,,3.4743 -0.1595 9.3250,0.037
267,0.102,SURFACE,RETURN_HOME,3.4181 -0.1479 4.8949,3.4181 -0.1479 4.8637,3.4743 -0.1595 9.3250,0.037
267,0.103,RETURN_HOME,DONE,3.4181 -0.1479 4.8949,,3.4743 -0.1595 9.3250,0.037
268,0,,INIT,,,,
268,0.021,INIT,DESCEND_TO_7M,,,,
268,0.033,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
268,0.034,SEARCH_HYDROPHONE,HOLD_TARGET,0.0000 0.0000 6.9746,,-1.7008 2.5864 10.9012,0.034
268,0.036,HOLD_TARGET,HYDRO_DIVE,0.0000 0.0000 6.9746,,-1.7008 2.5864 10.9012,0.034
268,0.046,HYDRO_DIVE,HYDRO_APPROACH,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,-1.7008 2.5864 10.9012,0.034
268,0.054,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,-1.6477 2.5056 10.8554,-1.7008 2.5864 10.9012,-1.7008 2.5864 10.9012,0.034
268,0.06,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,-1.6477 2.5056 10.3866,-1.6477 2.5056 10.3554,-1.7008 2.5864 10.9012,0.034
268,0.062,HYDRO_CHECK_MIC,SURFACE,-1.6477 2.5056 10.3866,,-1.7008 2.5864 10.9012,0.034
268,0.072,SURFACE,RETURN_HOME,-1.6477 2.5056 6.4179,-1.6477 2.5056 6.3866,-1.7008 2.5864 10.9012,0.034
268,0.074,RETURN_HOME,DONE,-1.6477 2.5056 6.4179,,-1.7008 2.5864 10.9012,0.034
269,0,,INIT,,,,
269,0.022,INIT,DESCEND_TO_7M,,,,
269,0.034,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
269,0.036,SEARCH_HYDROPHONE,VISUAL_DIVE,0.0000 0.0000 6.9746,,-1.4945 2.4046 11.0959,0.036
269,0.046,VISUAL_DIVE,VISUAL_CHECK_MIC,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,-1.4945 2.4046 11.0959,0.036
269,0.048,VISUAL_CHECK_MIC,VISUAL_DETECT,0.0000 0.0000 9.4355,,-1.4945 2.4046 11.0959,0.036
269,0.052,VISUAL_DETECT,VISUAL_ATTACK,0.0000 0.0000 9.4355,,2.4576 -0.8002 9.1732,0.036
269,0.059,VISUAL_ATTACK,VISUAL_POST_CHECK,2.3808 -0.7752 9.1814,2.4576 -0.8002 9.1732,2.4576 -0.8002 9.1732,0.036
269,0.064,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,2.3808 -0.7752 8.7127,2.3808 -0.7752 8.6814,2.4576 -0.8002 9.1732,0.036
269,0.066,VISUAL_CHECK_MIC,VISUAL_DETECT,2.3808 -0.7752 8.7127,,2.4576 -0.8002 9.1732,0.036
269,0.067,VISUAL_DETECT,VISUAL_ATTACK,2.3808 -0.7752 8.7127,,4.6962 -0.8711 8.3959,0.036
269,0.075,VISUAL_ATTACK,VISUAL_POST_CHECK,4.6238 -0.8681 8.4058,4.6962 -0.8711 8.3959,4.6962 -0.8711 8.3959,0.036
269,0.082,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,4.6238 -0.8681 7.9371,4.6238 -0.8681 7.9058,4.6962 -0.8711 8.3959,0.036
269,0.083,VISUAL_CHECK_MIC,VISUAL_DETECT,4.6238 -0.8681 7.9371,,4.6962 -0.8711 8.3959,0.036
269,0.085,VISUAL_DETECT,VISUAL_ATTACK,4.6238 -0.8681 7.9371,,6.9725 -1.7697 8.5687,0.036
269,0.093,VISUAL_ATTACK,VISUAL_POST_CHECK,6.8991 -1.7415 8.5489,6.9725 -1.7697 8.5687,6.9725 -1.7697 8.5687,0.036
269,0.1,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,6.8991 -1.7415 8.0802,6.8991 -1.7415 8.0489,6.9725 -1.7697 8.5687,0.036
269,0.102,VISUAL_CHECK_MIC,VISUAL_DETECT,6.8991 -1.7415 8.0802,,6.9725 -1.7697 8.5687,0.036
269,0.103,VISUAL_DETECT,VISUAL_ATTACK,6.8991 -1.7415 8.0802,,8.3325 -1.0806 7.2396,0.036
269,0.111,VISUAL_ATTACK,VISUAL_POST_CHECK,8.2877 -1.1013 7.2659,8.3325 -1.0806 7.2396,8.3325 -1.0806 7.2396,0.036
269,0.118,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,8.2877 -1.1013 6.7971,8.2877 -1.1013 6.7659,8.3325 -1.0806 7.2396,0.036
269,0.119,VISUAL_CHECK_MIC,SURFACE,8.2877 -1.1013 6.7971,,8.3325 -1.0806 7.2396,0.036
269,0.131,SURFACE,RETURN_HOME,8.2877 -1.1013 2.8284,8.2877 -1.1013 2.7971,8.3325 -1.0806 7.2396,0.036
269,0.133,RETURN_HOME,DONE,8.2877 -1.1013 2.8284,,8.3325 -1.0806 7.2396,0.036
270,0,,INIT,,,,
270,0.022,INIT,DESCEND_TO_7M,,,,
270,0.036,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
270,0.037,SEARCH_HYDROPHONE,HOLD_TARGET,0.0000 0.0000 6.9746,,-0.6207 3.0042 10.9230,0.037
270,0.039,HOLD_TARGET,HYDRO_DIVE,0.0000 0.0000 6.9746,,-0.6207 3.0042 10.9230,0.037
270,0.048,HYDRO_DIVE,HYDRO_APPROACH,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,-0.6207 3.0042 10.9230,0.037
270,0.055,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,-0.6013 2.9103 10.8765,-0.6207 3.0042 10.9230,-0.6207 3.0042 10.9230,0.037
270,0.061,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,-0.6013 2.9103 10.4078,-0.6013 2.9103 10.3765,-0.6207 3.0042 10.9230,0.037
270,0.063,HYDRO_CHECK_MIC,SURFACE,-0.6013 2.9103 10.4078,,-0.6207 3.0042 10.9230,0.037
270,0.074,SURFACE,RETURN_HOME,-0.6013 2.9103 6.4390,-0.6013 2.9103 6.4078,-0.6207 3.0042 10.9230,0.037
270,0.075,RETURN_HOME,DONE,-0.6013 2.9103 6.4390,,-0.6207 3.0042 10.9230,0.037
271,0,,INIT,,,,
271,0.021,INIT,DESCEND_TO_7M,,,,
271,0.034,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
271,0.036,SEARCH_HYDROPHONE,VISUAL_DIVE,0.0000 0.0000 6.9746,,2.1169 -2.1791 10.9458,0.036
271,0.046,VISUAL_DIVE,VISUAL_CHECK_MIC,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,2.1169 -2.1791 10.9458,0.036
271,0.047,VISUAL_CHECK_MIC,VISUAL_DETECT,0.0000 0.0000 9.4355,,2.1169 -2.1791 10.9458,0.036
271,0.054,VISUAL_DETECT,VISUAL_ATTACK,0.0000 0.0000 9.4355,,1.2987 -0.7144 9.8828,0.036
271,0.061,VISUAL_ATTACK,VISUAL_POST_CHECK,1.2176 -0.6698 9.8549,1.2987 -0.7144 9.8828,1.2987 -0.7144 9.8828,0.036
271,0.067,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,1.2176 -0.6698 9.3861,1.2176 -0.6698 9.3549,1.2987 -0.7144 9.8828,0.036
271,0.069,VISUAL_CHECK_MIC,VISUAL_DETECT,1.2176 -0.6698 9.3861,,1.2987 -0.7144 9.8828,0.036
271,0.07,VISUAL_DETECT,VISUAL_ATTACK,1.2176 -0.6698 9.3861,,3.8021 -0.7163 10.2087,0.036
271,0.078,VISUAL_ATTACK,VISUAL_POST_CHECK,3.7213 -0.7148 10.1830,3.8021 -0.7163 10.2087,3.8021 -0.7163 10.2087,0.036
271,0.084,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,3.7213 -0.7148 9.7142,3.7213 -0.7148 9.6830,3.8021 -0.7163 10.2087,0.036
271,0.085,VISUAL_CHECK_MIC,SURFACE,3.7213 -0.7148 9.7142,,3.8021 -0.7163 10.2087,0.036
271,0.095,SURFACE,RETURN_HOME,3.7213 -0.7148 5.7455,3.7213 -0.7148 5.7142,3.8021 -0.7163 10.2087,0.036
271,0.096,RETURN_HOME,DONE,3.7213 -0.7148 5.7455,,3.8021 -0.7163 10.2087,0.036
272,0,,INIT,,,,
272,0.021,INIT,DESCEND_TO_7M,,,,
272,0.034,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
272,0.035,SEARCH_HYDROPHONE,HOLD_TARGET,0.0000 0.0000 6.9746,,3.0240 -0.0351 10.9563,0.035
272,0.037,HOLD_TARGET,HYDRO_DIVE,0.0000 0.0000 6.9746,,3.0240 -0.0351 10.9563,0.035
272,0.047,HYDRO_DIVE,HYDRO_APPROACH,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,3.0240 -0.0351 10.9563,0.035
272,0.056,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,2.9295 -0.0340 10.9088,3.0240 -0.0351 10.9563,3.0240 -0.0351 10.9563,0.035
272,0.063,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,2.9295 -0.0340 10.4400,2.9295 -0.0340 10.4088,3.0240 -0.0351 10.9563,0.035
272,0.064,HYDRO_CHECK_MIC,SURFACE,2.9295 -0.0340 10.4400,,3.0240 -0.0351 10.9563,0.035
272,0.075,SURFACE,RETURN_HOME,2.9295 -0.0340 6.4713,2.9295 -0.0340 6.4400,3.0240 -0.0351 10.9563,0.035
272,0.077,RETURN_HOME,DONE,2.9295 -0.0340 6.4713,,3.0240 -0.0351 10.9563,0.035
273,0,,INIT,,,,
273,0.021,INIT,DESCEND_TO_7M,,,,
273,0.036,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
273,0.037,SEARCH_HYDROPHONE,VISUAL_DIVE,0.0000 0.0000 6.9746,,2.6751 1.5020 10.9227,0.037
273,0.048,VISUAL_DIVE,VISUAL_CHECK_MIC,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,2.6751 1.5020 10.9227,0.037
273,0.05,VISUAL_CHECK_MIC,VISUAL_DETECT,0.0000 0.0000 9.4355,,2.6751 1.5020 10.9227,0.037
273,0.055,VISUAL_DETECT,VISUAL_ATTACK,0.0000 0.0000 9.4355,,2.4946 0.8644 9.0437,0.037
273,0.063,VISUAL_ATTACK,VISUAL_POST_CHECK,2.4166 0.8374 9.0559,2.4946 0.8644 9.0437,2.4946 0.8644 9.0437,0.037
273,0.069,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,2.4166 0.8374 8.5872,2.4166 0.8374 8.5559,2.4946 0.8644 9.0437,0.037
273,0.07,VISUAL_CHECK_MIC,VISUAL_DETECT,2.4166 0.8374 8.5872,,2.4946 0.8644 9.0437,0.037
273,0.073,VISUAL_DETECT,VISUAL_ATTACK,2.4166 0.8374 8.5872,,3.9547 0.5589 8.7996,0.037
273,0.078,VISUAL_ATTACK,VISUAL_POST_CHECK,3.8586 0.5763 8.7863,3.9547 0.5589 8.7996,3.9547 0.5589 8.7996,0.037
273,0.083,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,3.8586 0.5763 8.3175,3.8586 0.5763 8.2863,3.9547 0.5589 8.7996,0.037
273,0.085,VISUAL_CHECK_MIC,SURFACE,3.8586 0.5763 8.3175,,3.9547 0.5589 8.7996,0.037
273,0.096,SURFACE,RETURN_HOME,3.8586 0.5763 4.3488,3.8586 0.5763 4.3175,3.9547 0.5589 8.7996,0.037
273,0.098,RETURN_HOME,DONE,3.8586 0.5763 4.3488,,3.9547 0.5589 8.7996,0.037
274,0,,INIT,,,,
274,0.021,INIT,DESCEND_TO_7M,,,,
274,0.033,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
274,0.036,SEARCH_HYDROPHONE,VISUAL_DIVE,0.0000 0.0000 6.9746,,-0.6675 -2.5912 11.1984,0.036
274,0.044,VISUAL_DIVE,VISUAL_CHECK_MIC,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,-0.6675 -2.5912 11.1984,0.036
274,0.046,VISUAL_CHECK_MIC,VISUAL_DETECT,0.0000 0.0000 9.4355,,-0.6675 -2.5912 11.1984,0.036
274,0.053,VISUAL_DETECT,VISUAL_ATTACK,0.0000 0.0000 9.4355,,2.7186 0.5820 9.8252,0.036
274,0.061,VISUAL_ATTACK,VISUAL_POST_CHECK,2.6337 0.5639 9.8130,2.7186 0.5820 9.8252,2.7186 0.5820 9.8252,0.036
274,0.067,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,2.6337 0.5639 9.3443,2.6337 0.5639 9.3130,2.7186 0.5820 9.8252,0.036
274,0.068,VISUAL_CHECK_MIC,VISUAL_DETECT,2.6337 0.5639 9.3443,,2.7186 0.5820 9.8252,0.036
274,0.07,VISUAL_DETECT,VISUAL_ATTACK,2.6337 0.5639 9.3443,,4.0299 -0.1338 9.2316,0.036
274,0.076,VISUAL_ATTACK,VISUAL_POST_CHECK,3.9426 -0.0902 9.2387,4.0299 -0.1338 9.2316,4.0299 -0.1338 9.2316,0.036
274,0.083,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,3.9426 -0.0902 8.7699,3.9426 -0.0902 8.7387,4.0299 -0.1338 9.2316,0.036
274,0.084,VISUAL_CHECK_MIC,VISUAL_DETECT,3.9426 -0.0902 8.7699,,4.0299 -0.1338 9.2316,0.036
274,0.086,VISUAL_DETECT,VISUAL_ATTACK,3.9426 -0.0902 8.7699,,5.8870 0.7877 8.9888,0.036
274,0.094,VISUAL_ATTACK,VISUAL_POST_CHECK,5.8262 0.7603 8.9820,5.8870 0.7877 8.9888,5.8870 0.7877 8.9888,0.036
274,0.101,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,5.8262 0.7603 8.5132,5.8262 0.7603 8.4820,5.8870 0.7877 8.9888,0.036
274,0.102,VISUAL_CHECK_MIC,SURFACE,5.8262 0.7603 8.5132,,5.8870 0.7877 8.9888,0.036
274,0.114,SURFACE,RETURN_HOME,5.8262 0.7603 4.5445,5.8262 0.7603 4.5132,5.8870 0.7877 8.9888,0.036
274,0.116,RETURN_HOME,DONE,5.8262 0.7603 4.5445,,5.8870 0.7877 8.9888,0.036
275,0,,INIT,,,,
275,0.022,INIT,DESCEND_TO_7M,,,,
275,0.033,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
275,0.034,SEARCH_HYDROPHONE,HOLD_TARGET,0.0000 0.0000 6.9746,,2.8703 1.0807 10.9235,0.034
275,0.036,HOLD_TARGET,HYDRO_DIVE,0.0000 0.0000 6.9746,,2.8703 1.0807 10.9235,0.034
275,0.045,HYDRO_DIVE,HYDRO_APPROACH,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,2.8703 1.0807 10.9235,0.034
275,0.054,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,2.7806 1.0470 10.8770,2.8703 1.0807 10.9235,2.8703 1.0807 10.9235,0.034
275,0.06,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,2.7806 1.0470 10.4082,2.7806 1.0470 10.3770,2.8703 1.0807 10.9235,0.034
275,0.062,HYDRO_CHECK_MIC,HOLD_TARGET,2.7806 1.0470 10.4082,,2.8703 1.0807 10.9235,0.034
275,0.063,HOLD_TARGET,HYDRO_DIVE,2.7806 1.0470 10.4082,,2.8703 1.0807 10.9235,0.034
275,0.073,HYDRO_DIVE,HYDRO_APPROACH,2.7806 1.0470 12.8692,2.7806 1.0470 12.9082,2.8703 1.0807 10.9235,0.034
275,0.083,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,2.8689 1.0802 10.9539,2.8703 1.0807 10.9235,2.8703 1.0807 10.9235,0.034
275,0.09,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,2.8689 1.0802 10.4851,2.8689 1.0802 10.4539,2.8703 1.0807 10.9235,0.034
275,0.091,HYDRO_CHECK_MIC,HOLD_TARGET,2.8689 1.0802 10.4851,,2.8703 1.0807 10.9235,0.034
275,0.093,HOLD_TARGET,HYDRO_DIVE,2.8689 1.0802 10.4851,,2.8703 1.0807 10.9235,0.034
275,0.102,HYDRO_DIVE,HYDRO_APPROACH,2.8689 1.0802 12.9461,2.8689 1.0802 12.9851,2.8703 1.0807 10.9235,0.034
275,0.111,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,2.8703 1.0807 10.9551,2.8703 1.0807 10.9235,2.8703 1.0807 10.9235,0.034
275,0.117,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,2.8703 1.0807 10.4863,2.8703 1.0807 10.4551,2.8703 1.0807 10.9235,0.034
275,0.119,HYDRO_CHECK_MIC,HOLD_TARGET,2.8703 1.0807 10.4863,,2.8703 1.0807 10.9235,0.034
275,0.12,HOLD_TARGET,HYDRO_DIVE,2.8703 1.0807 10.4863,,2.8703 1.0807 10.9235,0.034
275,0.13,HYDRO_DIVE,HYDRO_APPROACH,2.8703 1.0807 12.9473,2.8703 1.0807 12.9863,2.8703 1.0807 10.9235,0.034
275,0.14,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,2.8703 1.0807 10.9551,2.8703 1.0807 10.9235,2.8703 1.0807 10.9235,0.034
275,0.146,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,2.8703 1.0807 10.4863,2.8703 1.0807 10.4551,2.8703 1.0807 10.9235,0.034
275,0.147,HYDRO_CHECK_MIC,HOLD_TARGET,2.8703 1.0807 10.4863,,2.8703 1.0807 10.9235,0.034
275,0.149,HOLD_TARGET,HYDRO_DIVE,2.8703 1.0807 10.4863,,2.8703 1.0807 10.9235,0.034
275,0.158,HYDRO_DIVE,HYDRO_APPROACH,2.8703 1.0807 12.9473,2.8703 1.0807 12.9863,2.8703 1.0807 10.9235,0.034
275,0.168,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,2.8703 1.0807 10.9551,2.8703 1.0807 10.9235,2.8703 1.0807 10.9235,0.034
275,0.174,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,2.8703 1.0807 10.4863,2.8703 1.0807 10.4551,2.8703 1.0807 10.9235,0.034
275,0.176,HYDRO_CHECK_MIC,SURFACE,2.8703 1.0807 10.4863,,2.8703 1.0807 10.9235,0.034
275,0.189,SURFACE,RETURN_HOME,2.8703 1.0807 6.5176,2.8703 1.0807 6.4863,2.8703 1.0807 10.9235,0.034
275,0.19,RETURN_HOME,DONE,2.8703 1.0807 6.5176,,2.8703 1.0807 10.9235,0.034
276,0,,INIT,,,,
276,0.02,INIT,DESCEND_TO_7M,,,,
276,0.034,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
276,0.035,SEARCH_HYDROPHONE,VISUAL_DIVE,0.0000 0.0000 6.9746,,-2.8081 -0.0699 11.1110,0.035
276,0.046,VISUAL_DIVE,VISUAL_CHECK_MIC,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,-2.8081 -0.0699 11.1110,0.035
276,0.047,VISUAL_CHECK_MIC,VISUAL_DETECT,0.0000 0.0000 9.4355,,-2.8081 -0.0699 11.1110,0.035
276,0.051,VISUAL_DETECT,VISUAL_ATTACK,0.0000 0.0000 9.4355,,2.2185 -0.9341 8.8671,0.035
276,0.06,VISUAL_ATTACK,VISUAL_POST_CHECK,2.1492 -0.9049 8.8849,2.2185 -0.9341 8.8671,2.2185 -0.9341 8.8671,0.035
276,0.066,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,2.1492 -0.9049 8.4161,2.1492 -0.9049 8.3849,2.2185 -0.9341 8.8671,0.035
276,0.067,VISUAL_CHECK_MIC,VISUAL_DETECT,2.1492 -0.9049 8.4161,,2.2185 -0.9341 8.8671,0.035
276,0.07,VISUAL_DETECT,VISUAL_ATTACK,2.1492 -0.9049 8.4161,,3.7978 -0.0078 7.7592,0.035
276,0.078,VISUAL_ATTACK,VISUAL_POST_CHECK,3.7463 -0.0359 7.7798,3.7978 -0.0078 7.7592,3.7978 -0.0078 7.7592,0.035
276,0.084,VISUAL_POST_CHECK,VISUAL_CHECK_MIC,3.7463 -0.0359 7.3110,3.7463 -0.0359 7.2798,3.7978 -0.0078 7.7592,0.035
276,0.086,VISUAL_CHECK_MIC,SURFACE,3.7463 -0.0359 7.3110,,3.7978 -0.0078 7.7592,0.035
276,0.096,SURFACE,RETURN_HOME,3.7463 -0.0359 3.3423,3.7463 -0.0359 3.3110,3.7978 -0.0078 7.7592,0.035
276,0.098,RETURN_HOME,DONE,3.7463 -0.0359 3.3423,,3.7978 -0.0078 7.7592,0.035
277,0,,INIT,,,,
277,0.02,INIT,DESCEND_TO_7M,,,,
277,0.032,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
277,0.034,SEARCH_HYDROPHONE,HOLD_TARGET,0.0000 0.0000 6.9746,,-1.4349 -2.6686 10.9520,0.034
277,0.036,HOLD_TARGET,HYDRO_DIVE,0.0000 0.0000 6.9746,,-1.4349 -2.6686 10.9520,0.034
277,0.046,HYDRO_DIVE,HYDRO_APPROACH,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,-1.4349 -2.6686 10.9520,0.034
277,0.054,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,-1.3901 -2.5852 10.9046,-1.4349 -2.6686 10.9520,-1.4349 -2.6686 10.9520,0.034
277,0.058,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,-1.3901 -2.5852 10.4359,-1.3901 -2.5852 10.4046,-1.4349 -2.6686 10.9520,0.034
277,0.061,HYDRO_CHECK_MIC,HOLD_TARGET,-1.3901 -2.5852 10.4359,,-1.4349 -2.6686 10.9520,0.034
277,0.062,HOLD_TARGET,HYDRO_DIVE,-1.3901 -2.5852 10.4359,,-1.4349 -2.6686 10.9520,0.034
277,0.071,HYDRO_DIVE,HYDRO_APPROACH,-1.3901 -2.5852 12.8968,-1.3901 -2.5852 12.9359,-1.4349 -2.6686 10.9520,0.034
277,0.081,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,-1.4342 -2.6673 10.9824,-1.4349 -2.6686 10.9520,-1.4349 -2.6686 10.9520,0.034
277,0.089,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,-1.4342 -2.6673 10.5136,-1.4342 -2.6673 10.4824,-1.4349 -2.6686 10.9520,0.034
277,0.091,HYDRO_CHECK_MIC,SURFACE,-1.4342 -2.6673 10.5136,,-1.4349 -2.6686 10.9520,0.034
277,0.111,SURFACE,RETURN_HOME,-1.4342 -2.6673 6.5449,-1.4342 -2.6673 6.5136,-1.4349 -2.6686 10.9520,0.034
277,0.113,RETURN_HOME,DONE,-1.4342 -2.6673 6.5449,,-1.4349 -2.6686 10.9520,0.034
278,0,,INIT,,,,
278,0.02,INIT,DESCEND_TO_7M,,,,
278,0.034,DESCEND_TO_7M,SEARCH_HYDROPHONE,0.0000 0.0000 6.9746,0.0000 0.0000 7.0000,,
278,0.035,SEARCH_HYDROPHONE,HOLD_TARGET,0.0000 0.0000 6.9746,,1.7763 1.9985 11.1996,0.035
278,0.037,HOLD_TARGET,HYDRO_DIVE,0.0000 0.0000 6.9746,,1.7763 1.9985 11.1996,0.035
278,0.048,HYDRO_DIVE,HYDRO_APPROACH,0.0000 0.0000 9.4355,0.0000 0.0000 9.4746,1.7763 1.9985 11.1996,0.035
278,0.058,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,1.7485 1.9673 11.1721,1.7763 1.9985 11.1996,1.7763 1.9985 11.1996,0.035
278,0.065,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,1.7485 1.9673 10.7033,1.7485 1.9673 10.6721,1.7763 1.9985 11.1996,0.035
278,0.066,HYDRO_CHECK_MIC,HOLD_TARGET,1.7485 1.9673 10.7033,,1.7763 1.9985 11.1996,0.035
278,0.068,HOLD_TARGET,HYDRO_DIVE,1.7485 1.9673 10.7033,,1.7763 1.9985 11.1996,0.035
278,0.078,HYDRO_DIVE,HYDRO_APPROACH,1.7485 1.9673 13.1642,1.7485 1.9673 13.2033,1.7763 1.9985 11.1996,0.035
278,0.088,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,1.7759 1.9980 11.2303,1.7763 1.9985 11.1996,1.7763 1.9985 11.1996,0.035
278,0.095,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,1.7759 1.9980 10.7616,1.7759 1.9980 10.7303,1.7763 1.9985 11.1996,0.035
278,0.096,HYDRO_CHECK_MIC,HOLD_TARGET,1.7759 1.9980 10.7616,,1.7763 1.9985 11.1996,0.035
278,0.098,HOLD_TARGET,HYDRO_DIVE,1.7759 1.9980 10.7616,,1.7763 1.9985 11.1996,0.035
278,0.108,HYDRO_DIVE,HYDRO_APPROACH,1.7759 1.9980 13.2225,1.7759 1.9980 13.2616,1.7763 1.9985 11.1996,0.035
278,0.118,HYDRO_APPROACH,HYDRO_NEAR_SURFACE,1.7763 1.9985 11.2312,1.7763 1.9985 11.1996,1.7763 1.9985 11.1996,0.035
278,0.123,HYDRO_NEAR_SURFACE,HYDRO_CHECK_MIC,1.7763 1.9985 10.7625,1.7763 1.9985 10.7312,1.7763 1.9985 11.1996,0.035
278,0.125,HYDRO_CHECK_MIC,SURFACE,1.7763 1.9985 10.7625,,1.7763 1.9985 11.1996,0.035
278,0.135,SURFACE,RETURN_HOME,1.7763 1.9985 6.7937,1.7763 1.9985 6.7625,1.7763 1.9985 11.1996,0.035
278,0.137,RETURN_HOME,DONE,1.7763 1.9985 6.7937,,1.7763 1.9985 11.1996,0.035
279,0,,INIT,,,,
279,0.021,INIT,DESCEND_TO_7M,,,,
